	Jan	Feb	Mar	Apr	May	Jun	Jul	Aug	Sep	Oct	Nov	Dec
1980	-3.63147735442	17.3572577782	14.8745499808	133.06108229	-12.6178937975	-181.881364447	-27.3270135467	20.3802231791	-37.6887395683	9.98653550728	12.1523476991	-37.1266131601
1981	-28.8537099839	-38.388730417	31.7317082706	64.22635026	15.2497811044	-44.1304679323	76.8638534534	-100.885863392	25.585795934	-2.45830574114	1.66616059407	-26.1947016924
1982	-45.7221071329	17.7651307391	-15.0005342152	-47.2573723638	0.807519102498	51.1124674139	-4.29446046763	-60.5308514707	-31.1214912275	27.6184951131	65.260342207	-22.4240734176
1983	76.0121619019	159.27960855	182.845920562	93.1345565312	-18.3548178133	-9.74692293966	-97.6579292175	-29.9047038425	11.1748087953	-30.1238292296	-56.8125697647	-13.906598322
1984	-29.7993035268	-52.2830358624	-46.0090786676	114.181193592	87.4244369402	-59.0032519395	-103.7813106	-19.3977457795	68.8812936885	-12.6794240659	-36.5086983583	-23.0089970311
1985	-16.9083573392	153.933630002	-0.168179798969	-49.4368440535	-79.8498023623	-66.6426077292	-2.99249573927	47.6782295648	96.1670874373	-52.3825716886	-32.026415095	-9.73721314587
1986	-45.4759716496	4.42843300444	81.5987785562	-49.2096726035	-9.71849773475	3.01945564484	-25.8202654585	-116.4664149	-63.7145372056	23.1854018088	83.2431954743	-22.3680497805
1987	-24.8109404439	-38.2001094979	106.421031036	-48.7248263559	64.7895433652	-92.1512749796	5.43081287765	-138.378561496	37.1484210038	37.4664400439	63.1562915677	-41.0882652443
1988	-24.9639694129	-9.41260016223	86.4944425356	9.57073858163	-12.2687556039	-64.9450038465	-106.193887974	-47.7264937554	155.565157814	-21.2887173585	-35.1522504072	16.7955660293
1989	65.5896205446	-60.735236098	-84.6535225336	48.7371290523	165.817650874	-108.135760303	-47.9851956781	-74.0452736197	69.4765646378	-27.2356040865	-28.721245191	-8.47834196696
1990	41.5080508383	44.9313386791	-71.4103008751	107.187030549	-50.5042137816	-5.43647759222	-48.7873812295	174.021641589	155.711522233	-22.555189783	-26.2395119732	-29.3196016618
1991	16.3764106042	-62.5439977365	45.618978918	-42.4164357378	-118.195315116	-44.9848832825	-98.7202927906	-76.4571692956	13.6986812407	3.75152652346	-16.9970888647	-15.5570260544
1992	5.82467027623	70.1472170953	177.51594895	51.2213120939	28.8722389748	-22.2871390622	-11.2379518199	-8.58501661449	-42.1871878541	-38.3210218226	-43.3945147536	1.01898033496
1993	-13.6241078811	-26.2981684687	-7.71821178972	-22.3331182933	4.32620994674	146.891328993	-0.49905554998	-23.9832090457	-47.4279061799	-11.4546455177	36.5412845237	-15.6188742957
1994	-5.77021605067	47.5370570556	-34.6339700923	-37.2189572442	-43.1259078925	-40.5760680322	-23.7289302403	118.923673904	31.4760939663	0.749643465265	-57.2677641379	38.5748955492
1995	-0.687911132169	-19.5203985282	12.1211913234	-34.3267011665	-35.9600264602	182.096628939	-4.19440932544	-57.365395327	-47.0034075521	-12.0195628131	-53.2984815843	-31.9746865419
1996	-4.23624405514	-49.6811182119	16.1804780898	-5.76349001438	82.7671866643	-118.051677025	3.9515076595	53.542720157	-79.2134041616	-25.8830795154	-24.0398090614	-16.755807236
1997	6.10160449197	16.1789546222	3.08202285212	-75.3844583172	-46.5929978272	65.6430316886	10.6840047923	65.4396964123	-55.5624671874	-34.8494462591	-25.7737874575	27.5625311908
1998	64.9887323957	142.962105112	67.0344793673	-18.5003965143	-8.05609674132	90.4759095634	31.4608499838	-106.759224474	-18.5049752373	201.793294053	-40.923147582	27.8496828581
1999	0.567119961962	-90.5252476575	-17.8788680085	-5.21778799102	97.922271025	-30.5052382458	62.8332781549	160.4466563	-28.4899469087	71.8078090376	-46.9401413405	-16.6669607029
