	Jan	Feb	Mar	Apr	May	Jun	Jul	Aug	Sep	Oct	Nov	Dec
1980	-74.3974589979	-16.2815788894	28.9700842752	99.8687710706	5.29320463849	7.49439186196	22.6968943911	-18.1821941086	-18.9797225299	-28.6102466979	13.5261765255	-31.8653293798
1981	92.1921088155	-14.9526406648	-46.358108094	-4.69712839664	45.1703194762	-10.5878495043	-11.784011593	-31.696413663	-24.568144313	-47.7079016451	-7.68476401754	-29.630695992
1982	-5.02414948688	6.92419560735	-25.3534866972	-4.77091336679	-3.7666039124	43.5267920493	-3.63997062321	-30.5338055208	84.4945429105	-21.3466991634	-49.2300538749	-53.7426782357
1983	-21.8756466228	-6.193186246	-60.4264986375	-18.7255089345	13.6299546365	-26.3126961777	-32.2810407566	19.4312102626	-30.861933976	33.7184822464	-41.1891163599	38.2342560493
1984	15.0474769131	190.358020059	-30.0614194614	-53.0025675216	-23.8184264981	-2.70363116123	-14.864651766	-21.8438430622	23.4752476598	2.67109082269	-17.3613617201	-37.4145144812
1985	-15.2491927813	-55.1051531043	-80.7905034695	3.60341990929	14.9047210069	-18.6245872703	58.7798557662	-3.95471581099	32.6332660514	63.6632162737	80.2431709841	-17.817046879
1986	64.1287642214	-52.0861212558	-20.6973032294	35.3585663251	-11.9523775027	-1.3512479947	-20.0989727705	19.1469157204	11.2190897228	31.294703477	51.2200829	-48.9337968019
1987	-29.9331394231	76.355169473	75.8029759522	-32.2087629622	-35.7603659061	-28.9188225053	55.1452067677	-3.34523460798	-34.1581259073	-13.0906186371	22.4325010516	5.18136170954
1988	-31.6028970651	-55.6383945169	206.992916701	-61.331257584	-60.5297223479	-31.7336544462	-14.1202620351	-25.2781332773	13.2488472695	-56.3780470191	-45.4682144374	-25.897516635
1989	-59.5961414698	-23.0207165343	7.30281465064	-40.9647209868	-10.7769853965	28.4793166973	1.21511636586	30.3962355823	-32.710355239	-65.4081652042	-37.724668857	62.9809221008
1990	35.1107798622	-1.65804325661	36.8861414632	11.9506168595	13.8276763815	-37.1490139691	1.21288254149	-26.6243998104	3.34779012741	41.0829492719	51.857679341	7.35309066731
1991	19.1627783679	-48.3456349363	-50.9956831149	24.3737921161	-3.3614077296	78.7361358886	0.618408120581	15.6877600866	8.6387465975	-21.099021024	-25.5583264753	115.241268119
1992	-17.7100769666	-45.2276365914	8.86537821769	-35.5186061424	0.739915925337	17.4163820228	-8.01057088405	36.9567399755	-4.19755856987	-23.0967369561	-4.13755693366	8.21971330337
1993	54.6487596219	-56.0392683373	-60.9042353344	109.403064533	37.6923777322	60.2616160889	-28.8477628476	-5.49010098823	-5.35028714646	59.8408767342	58.9677959293	9.27564309048
1994	-29.0104589273	-65.3799734037	-44.3473216311	13.2316867957	28.7251743274	29.6954533951	8.45207735225	-0.858754378417	-31.257091999	1.91294625342	-59.5540180855	32.0415815961
1995	2.17383079697	-58.3793838043	1.96888453814	123.191085991	-7.59985666511	-16.2335167416	-25.9549378557	-37.3716125919	-46.7880813995	-28.8144966014	-16.3592601973	-42.946893471
1996	-30.1168200218	-3.4392920107	-56.0360157558	53.6620111191	-26.8065994607	-26.3382367077	-11.4291090075	-4.2187693147	-17.0135327623	-19.7296259075	22.1783220172	35.6786494283
1997	24.4922356826	-30.3564497413	-63.8936874953	-23.3920351329	-11.9574805312	58.9649276075	-15.611954398	1.21536351304	-23.7447508929	31.8688565937	0.676785339105	90.2454098801
1998	12.6774693285	18.7266302407	-58.5141698829	37.4090755715	24.8014627598	-22.5434481846	5.20829317515	-19.839343907	-9.49146474273	-41.2441545694	-2.36474275832	4.5347132047
1999	-3.54915603393	-11.1908442605	84.7501195434	-12.8162271698	-36.1962972479	-4.00971669538	2.17953088969	-3.95666823992	2.70701266698	-50.4548432415	-39.5245919936	-33.6036677873
2000	-54.7202098591	34.7714257846	-41.9726890843	39.4917971375	136.965687315	2.17033284895	-18.4794873474	-1.04046058833	-3.7390093544	82.9799982027	1.62801440429	-45.5172579577
2001	68.5836350319	33.9004959335	116.217384229	-6.94137350515	-4.28669572673	18.6878380109	-20.2359708925	86.5325569178	48.3875080603	97.5302045653	42.094141589	-35.7380120065
