	Jan	Feb	Mar	Apr	May	Jun	Jul	Aug	Sep	Oct	Nov	Dec
1980	0.205276822185	-0.154887363857	-2.82290257946	-1.31218617471	-11.9784643271	17.2562538881	-28.5393412126	-29.8331517	31.9752569498	6.1108386799	-1.57996005394	-0.0626734797946
1981	-0.0786457812032	-0.231371930804	-0.617453883794	-6.18917757843	6.47504932207	30.8170503752	9.29424811293	58.7894856715	-20.9297916748	12.4199993851	-2.74246506522	-0.308543174883
1982	-0.0504819497878	0.552329235227	-1.24059971952	-1.13713176389	-3.22622863949	-65.4711165399	-73.978658953	50.6472810086	17.7024526092	-2.31285432625	-0.46633720971	0.219902517412
1983	-0.0665179066463	-0.233026426377	-1.30515509617	34.1830033891	3.84437908744	41.4234174454	10.9847720414	-51.6445869004	10.2506720605	-11.0421267507	3.75125820035	-0.283932938657
1984	-0.0786457812032	-0.198382197495	-1.91891865789	-1.22672722149	-14.9408110729	9.00110614586	-6.77426116276	56.913403182	7.60416052952	-7.39312979905	-1.93110805454	-0.260596170166
1985	-0.0241692054135	-0.158351499225	0.183569683851	-1.16369827084	-22.9942156077	11.2002582618	-27.4592576782	89.6731879115	2.13250126364	-7.69707537153	0.526025715176	-0.23444094235
1986	-0.0786457812032	-0.233026426377	-0.943038319249	-12.5758255238	-0.967153182318	13.241013475	-29.6822641661	27.1284346276	0.445748795456	-20.0408031202	-1.00901597792	-0.257552921558
1987	-0.0317060666423	-0.178909661038	-0.997568586538	-9.29508051017	-6.38156509677	-28.2719152472	-4.91592932053	67.7844072619	36.6425941546	9.59171701479	2.25339475172	-0.123260113454
1988	0.0802337014522	-0.104676637696	-2.07533835848	11.9732146004	31.8927356337	-28.6617490696	13.1821227458	-6.55571002747	2.34928809647	5.05158920231	-0.368027243515	-0.21733286467
1989	0.0153503714057	-0.199609629499	0.633197271127	-13.8992811162	-21.4831549358	31.3667983383	12.0413823599	-70.4596100769	0.184508189793	-1.28275119405	-2.5377089903	1.00449339427
1990	-0.0733635886957	0.758546583657	0.853542446491	3.53276628048	-9.35638273811	42.2018139819	-21.079720094	9.05760046905	24.6875127725	-11.6800272511	-1.7027799411	0.0802975292327
1991	-0.0786457812032	-0.233026426377	-2.88946746925	11.4731686382	-26.6029588117	42.5943118066	90.5813468352	6.49399893668	10.1957706133	19.7860074358	0.203075185483	0.741296417257
1992	-0.0784075259324	-0.23294221529	-0.696513427566	-8.2997733345	-16.4017069536	22.582121689	-34.7921687133	-40.3135363821	36.6628652763	-8.56167416666	0.480695930099	0.451760461176
1993	-0.0689903640107	-0.13268411662	-1.6380966006	-2.89755588385	-14.7151296763	17.4015204217	-25.9307151835	1.83710796472	-8.9716396537	-1.26983349615	2.53705326905	-0.222619815003
1994	-0.0493028989771	-0.042362834041	-1.3434312625	-14.8401092355	16.9784477351	-29.3555773429	48.5744595236	-29.6649203103	47.5177687821	41.3915869931	1.27121827205	0.0216564625229
1995	-0.0740221132137	-0.232138218559	-0.0865529299195	-3.99225860508	12.0779436377	21.3846042371	7.48497324545	-24.5485703105	30.5946832452	0.0285662819459	-2.34020721635	-0.272647184172
1996	-0.0786457812032	-0.18181305006	-1.81746903219	-10.2099628288	-16.2569187977	-9.23348334211	-14.5866296157	-5.53249615916	-24.4347792589	-10.4014694189	-0.518104793331	-0.270673813054
1997	0.00765744889828	-0.104060875983	-0.890036929364	-14.3936172506	35.7414459714	-57.4814949987	-57.0692287059	58.4773161075	-24.0647007621	-7.87741161154	-1.1047472613	0.401100159757
1998	-0.0786457812032	0.522738642043	-1.00610361721	-7.57319778849	8.96218838851	37.7725504244	-52.2971613884	41.4320147433	0.526919212894	30.6907816968	-0.0648330280327	-0.0752632614756
1999	0.235766209837	-0.118334175154	-1.75185702915	6.60684031554	-8.91913743637	-23.2489897501	24.9562459732	30.7670491289	-22.4918800237	-2.71621934769	-1.43974607237	-0.290181101385
2000	0.0120967576179	-0.233026426377	-0.319520381609	10.4462666994	-18.430850658	-41.0147127366	95.7673733484	-24.4750916442	14.56909531	6.14443184145	-0.533563281716	-0.212783934414
2001	-0.0686358155155	-0.0427123574319	-1.74832153013	-10.3018693187	12.4234357396	-50.4181163762	30.0136996978	-56.0454430995	-38.3987799445	-2.40404732753	-2.83260502856	-0.298603141176
2002	0.216717747304	-0.209767124712	-2.10227954804	36.8121869774	-13.7319166812	9.57899876772	22.289611724	-34.8697857657	-34.7387256926	5.64678264139	-1.98962579365	0.0958591027789
2003	-0.0764019097794	-0.194775061124	-1.97483290664	-1.57061480504	-27.6909378999	-36.0640889899	68.0874784074	25.6459706452	13.1660633897	-0.323479446794	0.173004663043	-0.269142866992
2004	-0.0786457812032	0.0529038436999	8.50007352955	-11.6007580413	52.1866591196	-63.6231537392	-29.6705153987	-15.1241554859	-30.0518259602	-8.20079430417	2.76343555903	1.08878047111
2005	-0.0718835481337	-0.233026426377	-2.11213808895	41.3305069435	30.8630152781	31.106558672	24.447700735	-45.0071785727	-15.2735605	-17.0469530981	2.04983116575	-0.280402100068
2006	-0.0225861955651	0.470322394705	-0.320263586221	3.20178638573	-37.9306678908	27.7109907479	16.2231469461	-8.64591022241	-16.664574843	-6.96143881654	1.50901100233	-0.284326380851
2007	-0.0263446435301	0.371267246904	5.248996643	3.23143570022	13.1417999913	-23.9195893266	-49.1028404113	-48.7566266031	-22.0627840713	-4.88186645991	-2.91800909355	-0.0762809881656
